연번,시군구,중개업소 구분,중개업자명,중개업소명,사무소주소,위도,경도,데이터기준일자
3339, 부산진구,공인중개사,김효진,세븐부동산공인중개사사무소,"부산광역시 부산진구 서전로58번길 12 101호(전포동, 부금주택)",35.15725799,129.0660341,2023-01-30
3340, 부산진구,공인중개사,박혜란,굿모닝공인중개사사무소,"부산광역시 부산진구 가야대로691번길 22 101호(당감동, 마크타워2)",35.15757151,129.0466439,2023-01-30
3341, 부산진구,공인중개사,김석,석박사공인중개사사무소,"부산광역시 부산진구 서면문화로 27 1001호(부전동,유원골든타워오피스텔)",35.15943167,129.0556023,2023-01-30
3342, 부산진구,공인중개사,박선미,제이엘공인중개사사무소,"부산광역시 부산진구 범일로131번길 46 103동 101호(범천동,범일역 이즈)",35.14336767,129.0588294,2023-01-30
3343, 부산진구,공인중개사,유성경,꿀부동산중개,"부산광역시 부산진구 신천대로65번길 9 120호 121호(범천동, 다인 로얄팰리스)",35.14979927,129.0582982,2023-01-30
3344, 부산진구,공인중개사,박상진,경남부동산중개사무소,"부산광역시 부산진구 신암로 34 108동 상가 106호(범천동,범천경남아파트)",35.14508512,129.0562179,2023-01-30
3345, 부산진구,공인중개사,장윤미,롯데골드부동산중개,"부산광역시 부산진구 백양산로 36 상가동 203호(부암동, 백양산월드메르디앙)",35.17354152,129.0322701,2023-01-30
3346, 부산진구,공인중개사,황현기,아이온부동산공인중개사사무소,부산광역시 부산진구 서면로 67 4층(부전동),35.1567466,129.0575432,2023-01-30
3347, 부산진구,공인중개사,김영해,김영해공인중개사사무소,부산광역시 부산진구 시민공원로19번길 24 1층(부암동),35.16435051,129.0517802,2023-01-30
3348, 부산진구,공인중개사,최이선,금당공인중개사사무소,"부산광역시 부산진구 냉정로 270 56435호,56436호(가야동,새마을시장 40호)",35.15083397,129.029261,2023-01-30
3349, 부산진구,공인중개사,박충근,항도공인중개사사무소,부산광역시 부산진구 새싹로14번길 21 2층 (부전동),35.15995432,129.0587153,2023-01-30
3350, 부산진구,공인중개사,김태우,서면데시앙부동산중개,부산광역시 부산진구 서면로 5 2층(부전동),35.1511305,129.0575911,2023-01-30
3351, 부산진구,공인중개사,신준호,신세계부동산중개사무소,부산광역시 부산진구 황령대로 2 2층(범천동),35.14738685,129.059979,2023-01-30
3352, 부산진구,공인중개사,김호조,하마부동산중개,부산광역시 부산진구 양정로6번길 24 2층(양정동),35.17300805,129.0728596,2023-01-30
3353, 부산진구,공인중개사,김경수,명인부동산공인중개사사무소,부산광역시 부산진구 새싹로8번길 14-1 2층(부전동),35.15893988,129.0592729,2023-01-30
3354, 부산진구,공인중개사,안소라,보광시티공인중개사사무소,"부산광역시 부산진구 동평로405번길 103 101호(양정동,보성오페라블루)",35.17792598,129.0722546,2023-01-30
3355, 부산진구,공인중개사,김수혁,서면힐스테이트공인중개사사무소,"부산광역시 부산진구 동천로 4 4027호(전포동,지오플레이스)",35.14943396,129.0639784,2023-01-30
3356, 부산진구,공인중개사,우주현,부암로타리부동산중개,부산광역시 부산진구 새싹로 127 1층(부암동),35.16762139,129.0508783,2023-01-30
3357, 부산진구,공인중개사,윤선영,착한공인중개사사무소,"부산광역시 부산진구 신천대로 191 101호(당감동,골든엠파이어)",35.158949,129.0499544,2023-01-30
3358, 부산진구,공인중개사,송만석,삼정부동산중개,"부산광역시 부산진구 엄광로238번길 5 110동 101호(가야동, 가야삼정그린코아)",35.15163266,129.038117,2023-01-30
3359, 부산진구,공인중개사,강태인,제니스공인중개사사무소,부산광역시 부산진구 중앙대로969번길 30-10 3층(양정동),35.17697681,129.0725605,2023-01-30
3360, 부산진구,공인중개사,김한주,협성공인중개사사무소,부산광역시 부산진구 당감로 97 1층(부암동),35.1702834,129.038014,2023-01-30
3361, 부산진구,공인중개사,남인성,위드부동산중개사무소,"부산광역시 부산진구 엄광로147번길 55 101호(가야동,스카이파크)",35.14983355,129.0324201,2023-01-30
3362, 부산진구,공인중개사,홍학의,이음부동산공인중개사사무소,"부산광역시 부산진구 동천로 116 1510호(전포동,한신밴)",35.15905464,129.062633,2023-01-30
3363, 부산진구,공인중개사,배향숙,일성공인중개사사무소,부산광역시 부산진구 시민공원로19번길 36 1층(부암동),35.16478418,129.051665,2023-01-30
3364, 부산진구,공인중개사,박혜숙,동일골드공인중개사사무소,"부산광역시 부산진구 동평로150번길 14 502동 108호(부암동, 서면동일파크스위트1차)",35.16546001,129.0454498,2023-01-30
3365, 부산진구,공인중개사,조민수,제니스공인중개사사무소,"부산광역시 부산진구 전포대로190번길 14 101호(전포동,친경빌)",35.15341521,129.066357,2023-01-30
3366, 부산진구,공인중개사,조규택,부산제일공인중개사사무소,부산광역시 부산진구 중앙대로743번길 19 3층(부전동),35.15944652,129.0590599,2023-01-30
3367, 부산진구,공인중개사,박세인,e편한세인부동산공인중개사사무소,부산광역시 부산진구 전포대로300번길 45 1층(전포동),35.16571518,129.0668142,2023-01-30
3368, 부산진구,공인중개사,임유찬,청춘부동산중개,"부산광역시 부산진구 전포대로209번길 33 107호(전포동,대성맨션)",35.15515441,129.0633396,2023-01-30
3369, 부산진구,공인중개사,김정오,청춘부동산공인중개사사무소,"부산광역시 부산진구 전포대로209번길 33 107호(전포동,대성맨션)",35.15515441,129.0633396,2023-01-30
3370, 부산진구,공인중개사,이기석,행운드림공인중개사사무소,부산광역시 부산진구 동평로183번길 92 1층(연지동),35.17096459,129.0489125,2023-01-30
3371, 부산진구,공인중개사,김지현,더모음공인중개사사무소,부산광역시 부산진구 경마장로 5 지하1층(범전동),35.1682137,129.0635537,2023-01-30
3372, 부산진구,공인중개사,황구화,서면복부동산공인중개사사무소,부산광역시 부산진구 부전로152번길 17 2층(부전동),35.16150905,129.0582196,2023-01-30
3373, 부산진구,공인중개사,박미정,초읍명가공인중개사사무소,부산광역시 부산진구 연지로 21 가동 1층(연지동),35.17144444,129.0517838,2023-01-30
3374, 부산진구,공인중개사,신선자,미래공인중개사사무소,부산광역시 부산진구 서면문화로 14 3층(부전동),35.1593543,129.0572367,2023-01-30
3375, 부산진구,공인중개사,송현선,후부동산중개,"부산광역시 부산진구 서전로38번길 82-3 101호(전포동,세경더뷰)",35.1538526,129.0637726,2023-01-30
3376, 부산진구,공인중개사,박규랑,우리부동산공인중개사사무소,"부산광역시 부산진구 중앙대로 981 111호(양정동,시청센트빌)",35.17738668,129.0741138,2023-01-30
3377, 부산진구,공인중개사,신철한,가야로공인중개사사무소,부산광역시 부산진구 냉정로233번길 12 1층(가야동),35.15122524,129.0256442,2023-01-30
3378, 부산진구,공인중개사,정윤형,골든뷰공인중개사사무소,"부산광역시 부산진구 중앙대로 821 201동 B212호(범전동, 삼한골든뷰 센트럴파크)",35.1650205,129.0627876,2023-01-30
3379, 부산진구,공인중개사,이나겸,열린공인중개사사무소,"부산광역시 부산진구 새싹로 177 106동(상가)113호(연지동,세동한신아파트)",35.17633434,129.052319,2023-01-30
3380, 부산진구,공인중개사,윤주철,성원공인중개사사무소,"부산광역시 부산진구 중앙대로 821 201동 B222호(범전동, 삼한골든뷰 센트럴파크)",35.1650205,129.0627876,2023-01-30
3381, 부산진구,공인중개사,하춘희,서면삼한도토리부동산공인중개사사무소,"부산광역시 부산진구 중앙대로 821 201동 122호(범전동, 삼한골든뷰 센트럴파크)",35.1650205,129.0627876,2023-01-30
3382, 부산진구,공인중개사,박강수,래미안공인중개사사무소,부산광역시 부산진구 성지로 44 1층(연지동),35.17446336,129.0549735,2023-01-30
3383, 부산진구,공인중개사,성민지,똑똑부동산중개사무소,부산광역시 부산진구 중앙대로 625 2층(범천동),35.14852307,129.0588963,2023-01-30
3384, 부산진구,공인중개사,이지선,현대화지공인중개사사무소,부산광역시 부산진구 범양로 109 1층(양정동),35.17317809,129.064837,2023-01-30
3385, 부산진구,공인중개사,정해석,서진부동산중개사무소,"부산광역시 부산진구 중앙대로 679 2층,3층(부전동)",35.15335428,129.058926,2023-01-30
3386, 부산진구,공인중개사,조우제,The돈되는부동산중개사무소,부산광역시 부산진구 서전로58번길 127 4층(전포동),35.15204602,129.0662513,2023-01-30
3387, 부산진구,공인중개사,양석현,한양공인중개사사무소,부산광역시 부산진구 중앙대로691번길 44 3층(부전동),35.15463604,129.0566598,2023-01-30
3388, 부산진구,공인중개사,정인선,오렌지부동산중개사무소,"부산광역시 부산진구 전포대로300번길 49 101호(전포동,더샵골드6)",35.16586792,129.0668711,2023-01-30
3389, 부산진구,공인중개사,김구옥,나인공인중개사사무소,부산광역시 부산진구 연수로54번길 11 1층(양정동),35.17460162,129.077129,2023-01-30
3390, 부산진구,공인중개사,김근우,영광부동산중개사무소,부산광역시 부산진구 서면문화로 16 3층(부전동),35.15916628,129.0570916,2023-01-30
3391, 부산진구,공인중개사,황선영,삼정더시티공인중개사사무소,"부산광역시 부산진구 중앙대로 797 209호(부전동,삼정 그린코아 더 시티)",35.16315348,129.0629169,2023-01-30
3392, 부산진구,공인중개사,김영,새중앙공인중개사사무소,부산광역시 부산진구 범일로153번길 11 1층(범천동),35.14359521,129.0585799,2023-01-30
3393, 부산진구,공인중개사,박진영,KCC스위첸부동산중개,부산광역시 부산진구 연수로54번길 9 1층(양정동),35.174665,129.0770969,2023-01-30
3394, 부산진구,공인중개사,윤한진,프로부동산중개,"부산광역시 부산진구 전포대로 155 101호(전포동,대동레미안 센트럴시티2)",35.15044335,129.0650232,2023-01-30
3395, 부산진구,공인중개사,장원석,중앙공인중개사사무소,"부산광역시 부산진구 범일로154번길 33 1027호(범천동, 범일역풍림아이원)",35.1442671,129.0611127,2023-01-30
3396, 부산진구,공인중개사,조삼현,신서면부동산중개,부산광역시 부산진구 새싹로8번길 30 3층(부전동),35.15953913,129.0598075,2023-01-30
3397, 부산진구,공인중개사,백승기,온누리공인중개사사무소,부산광역시 부산진구 범양로 121 1층(양정동),35.17383837,129.0656031,2023-01-30
3398, 부산진구,공인중개사,박은희,더샵위드부동산중개,"부산광역시 부산진구 중앙대로666번길 50 상가동 지하1층 비107-4호(부전동, 더샵 센트럴스타)",35.15184593,129.0603003,2023-01-30
3399, 부산진구,공인중개사,송봉주,해비치공인중개사사무소,부산광역시 부산진구 성지로 95 1층(초읍동),35.17883601,129.0528014,2023-01-30
3400, 부산진구,법인,전상기,주식회사이루다부동산중개법인,"부산광역시 부산진구 동천로 103 3층(부전동, 오륙빌딩)",35.15798615,129.0621581,2023-01-30
3401, 부산진구,공인중개사,조문성,써니공인중개사사무소,부산광역시 부산진구 범양로 40 1층(범전동),35.16824518,129.0630491,2023-01-30
3402, 부산진구,공인중개사,정경희,은마부동산중개,부산광역시 부산진구 가야공원로 1 1층(가야동),35.15323586,129.0298291,2023-01-30
3403, 부산진구,공인중개사,손철홍,진부동산중개사무소,부산광역시 부산진구 중앙대로692번길 22 3층(부전동),35.15434164,129.0604315,2023-01-30
3404, 부산진구,공인중개사,손규범,비스타동원공인중개사사무소,부산광역시 부산진구 가야대로 623-1 1층(가야동),35.15563624,129.0400557,2023-01-30
3405, 부산진구,공인중개사,김해옥,신가야공인중개사사무소,부산광역시 부산진구 가야대로 623-1 1층(가야동),35.15563624,129.0400557,2023-01-30
3406, 부산진구,공인중개사,권은정,푸른2공인중개사사무소,부산광역시 부산진구 초읍천로 58-2 1층(초읍동),35.17762356,129.0470989,2023-01-30
3407, 부산진구,공인중개사,강태호,new굿모닝공인중개사사무소,부산광역시 부산진구 중앙대로692번길 13 4층(부전동),35.15459756,129.0600287,2023-01-30
3408, 부산진구,공인중개사,김정진,다유부동산중개,"부산광역시 부산진구 신천대로65번길 9 129-1호(범천동,다인로얄팰리스)",35.14979927,129.0582982,2023-01-30
3409, 부산진구,공인중개사,류영선,부강공인중개사사무소,부산광역시 부산진구 냉정로 273 1층(가야동),35.15126286,129.0297054,2023-01-30
3410, 부산진구,공인중개사,이영조,리인공인중개사사무소,부산광역시 부산진구 서면로 68 4층(부전동),35.1569142,129.0579624,2023-01-30
3411, 부산진구,공인중개사,송정은,노크공인중개사사무소,부산광역시 부산진구 성지로14번길 51 1층(연지동),35.17250057,129.0578133,2023-01-30
3412, 부산진구,공인중개사,윤채원,원공인중개사사무소,"부산광역시 부산진구 동성로 50 상가1동 16호(전포동,서면아이파크아파트)",35.15514289,129.0687393,2023-01-30
3413, 부산진구,공인중개사,박진수,한라상가부동산중개,부산광역시 부산진구 전포대로 156 상가동 109호,35.15073324,129.065883,2023-01-30
3414, 부산진구,공인중개사,김마리,더블루1부동산공인중개사사무소,"부산광역시 부산진구 전포대로171번길 26 107호(전포동, 더블루 오피스텔)",35.15177149,129.0636467,2023-01-30
3415, 부산진구,공인중개사,정상희,가야탑부동산공인중개사사무소,"부산광역시 부산진구 가야대로 531 101동 상가105호(가야동,가야동원로얄듀크)",35.15402536,129.0302671,2023-01-30
3416, 부산진구,공인중개사,김민주,대성공인중개사사무소,부산광역시 부산진구 동성로118번길 35 1층(전포동),35.16173865,129.0659499,2023-01-30
3417, 부산진구,공인중개사,문태진,하임공인중개사사무소,"부산광역시 부산진구 성지로153번길 138 45535-23호(초읍동, 초읍아파트)",35.17583848,129.0492167,2023-01-30
3418, 부산진구,공인중개사,김현수,금동부동산중개사무소,"부산광역시 부산진구 진남로 601 102호(양정동,화성빌라트)",35.17403296,129.0792403,2023-01-30
3419, 부산진구,공인중개사,현광실,보라공인중개사사무소,"부산광역시 부산진구 개금본동로 40 104동 105호(개금동,반도보라아파트)",35.1591093,129.0228237,2023-01-30
3420, 부산진구,공인중개사,서정주,대성부동산중개사무소,부산광역시 부산진구 동평로 184 4층(부암동),35.16687101,129.0490574,2023-01-30
3421, 부산진구,공인중개사,이종기,은광공인중개사사무소,"부산광역시 부산진구 서면문화로 50 1층(부전동,태극팰리스)",35.16162392,129.0553892,2023-01-30
3422, 부산진구,공인중개사,김도연,대륜부동산중개사무소,"부산광역시 부산진구 대학로 3 809호(가야동,세화빌딩)",35.15449091,129.0380216,2023-01-30
3423, 부산진구,공인중개사,김민숙,친절한동일공인중개사사무소,"부산광역시 부산진구 동평로150번길 14 502-107(부암동, 서면동일파크스위트1차)",35.16546001,129.0454498,2023-01-30
3424, 부산진구,공인중개사,박순영,윈윈공인중개사사무소,"부산광역시 부산진구 동평로 173 301동 110호(부암동, 협성휴포레시티즌파크)",35.16635389,129.0473603,2023-01-30
3425, 부산진구,공인중개사,최영관,3단지부동산공인중개사사무소,부산광역시 부산진구 백양대로136번길 21 상가동 상가3호(당감동),35.16097024,129.0340099,2023-01-30
3426, 부산진구,공인중개사,문지영,코끼리부동산중개,"부산광역시 부산진구 부전로 43 107호(부전동, 서면베르빌)",35.15386303,129.0553766,2023-01-30
3427, 부산진구,공인중개사,정영철,시민부동산중개,부산광역시 부산진구 범양로 24-3 1층(범전동),35.16694665,129.0631091,2023-01-30
3428, 부산진구,공인중개사,이기현,동남공인중개사사무소,부산광역시 부산진구 범전로32번길 48 지하1층(범전동),35.16648545,129.0632787,2023-01-30
3429, 부산진구,공인중개사,윤도현,청우공인중개사사무소,부산광역시 부산진구 연수로 16-1 1층(양정동),35.1734833,129.0731403,2023-01-30
3430, 부산진구,공인중개사,김수연,서면탑부동산중개,부산광역시 부산진구 가야대로755번길 26 102호(부전동),35.15883929,129.0542775,2023-01-30
3431, 부산진구,공인중개사,조용준,똑똑부동산공인중개사사무소,부산광역시 부산진구 범양로 40 1층(범전동),35.16824518,129.0630491,2023-01-30
3432, 부산진구,공인중개사,서명화,다올부동산중개,부산광역시 부산진구 연수로 54 1층(양정동),35.17494577,129.076947,2023-01-30
3433, 부산진구,공인중개사,허아성,오색공인중개사사무소,"부산광역시 부산진구 중앙대로989번길 28 B101호(양정동,산들파르테)",35.17827394,129.0736754,2023-01-30
3434, 부산진구,공인중개사,김연화,명가부동산공인중개사사무소,부산광역시 부산진구 연수로54번길 7 1층(양정동),35.17472839,129.0770648,2023-01-30
3435, 부산진구,공인중개사,박재용,뉴타운공인중개사사무소,부산광역시 부산진구 새싹로 141 1층(연지동),35.16887051,129.0502797,2023-01-30
3436, 부산진구,공인중개사,은진희,현대공인중개사사무소,"부산광역시 부산진구 동평로 350 120호(양정동,양정현대프라자)",35.17450845,129.0632076,2023-01-30
3437, 부산진구,공인중개사,최성열,유원공인중개사사무소,부산광역시 부산진구 새싹로 26-1 2층(부전동),35.16015511,129.0574008,2023-01-30
3438, 부산진구,공인중개사,주진수,복부동산공인중개사사무소,부산광역시 부산진구 범일로 143 1층(범천동),35.14285269,129.0589654,2023-01-30
3439, 부산진구,공인중개사,서병각,조은공인중개사사무소,부산광역시 부산진구 부전로140번길 29 2층(부전동),35.16062109,129.0577141,2023-01-30
3440, 부산진구,법인,박우석,부산부동산중개법인,부산광역시 부산진구 서면로 45 1층(부전동),35.15482608,129.0576061,2023-01-30
3441, 부산진구,공인중개사,김성완,위너스공인중개사사무소,"부산광역시 부산진구 가야대로 715 1층(당감동,위너스빌딩)",35.15761527,129.0499153,2023-01-30
3442, 부산진구,공인중개사,안성진,편안부동산공인중개사사무소,부산광역시 부산진구 진남로397번길 31 1층(전포동),35.16017809,129.0691455,2023-01-30
3443, 부산진구,공인중개사,남우성,퀸공인중개사사무소,"부산광역시 부산진구 가야대로756번길 13 1층(부전동,THERAUM)",35.15690113,129.0542964,2023-01-30
3444, 부산진구,공인중개사,김정선,골든벨공인중개사사무소,부산광역시 부산진구 연수로 53 1층(양정동),35.17527228,129.0767207,2023-01-30
3445, 부산진구,공인중개사,신민준,드림공인중개사사무소,부산광역시 부산진구 중앙대로989번길 36 1층(양정동),35.17852147,129.0732066,2023-01-30
3446, 부산진구,공인중개사,서순덕,재개발공인중개사사무소,부산광역시 부산진구 연수로 16-1 1층(양정동),35.1734833,129.0731403,2023-01-30
3447, 부산진구,공인중개사,이광옥,황금공인중개사사무소,부산광역시 부산진구 시민공원로19번길 68 1층(부암동),35.16614885,129.0512545,2023-01-30
3448, 부산진구,공인중개사,정영석,뉴아이파크부동산공인중개사사무소,"부산광역시 부산진구 동성로 50 상가1동 16호(전포동,서면아이파크아파트)",35.15514289,129.0687393,2023-01-30
3449, 부산진구,공인중개사,강지원,롯데대복부동산공인중개사사무소,부산광역시 부산진구 당감로 91 2층(부암동),35.16983153,129.038151,2023-01-30
3450, 부산진구,공인중개사,이진아,나라공인중개사사무소,"부산광역시 부산진구 중앙대로 821 201동 B220호(범전동, 삼한 골든뷰 센트럴파크)",35.1650205,129.0627876,2023-01-30
3451, 부산진구,공인중개사,권도달,내재산재개발공인중개사사무소,부산광역시 부산진구 연수로 16-1 1층(양정동),35.1734833,129.0731403,2023-01-30
3452, 부산진구,공인중개사,이태경,OK부동산공인중개사사무소,부산광역시 부산진구 신천대로162번길 117 2층(부전동),35.15289451,129.0548043,2023-01-30
3453, 부산진구,공인중개사,성명숙,빌딩북공인중개사사무소,부산광역시 부산진구 중앙대로 665 2층(부전동),35.15207493,129.0588545,2023-01-30
3454, 부산진구,공인중개사,한충환,더한공인중개사사무소,부산광역시 부산진구 중앙대로 665 2층(부전동),35.15207493,129.0588545,2023-01-30
3455, 부산진구,공인중개사,허인오,플러스공인중개사사무소,부산광역시 부산진구 중앙대로 665 2층(부전동),35.15207493,129.0588545,2023-01-30
3456, 부산진구,공인중개사,김재원,성실공인중개사사무소,부산광역시 부산진구 범일로125번길 18 2층(범천동),35.1419281,129.0585254,2023-01-30
3457, 부산진구,공인중개사,김재성,별빛공인중개사사무소,부산광역시 부산진구 전포대로 210 2층(전포동),35.15526904,129.0656788,2023-01-30
3458, 부산진구,공인중개사,오경자,보람공인중개사사무소,부산광역시 부산진구 대학로 11-10 1층(가야동),35.15412458,129.0376438,2023-01-30
3459, 부산진구,공인중개사,소영길,다좋은부동산공인중개사사무소,부산광역시 부산진구 범전로10번길 54-2 1층(범전동),35.16619224,129.0648446,2023-01-30
3460, 부산진구,공인중개사,김두호,나래공인중개사사무소,부산광역시 부산진구 양정로 17 1층(양정동),35.1725329,129.0745988,2023-01-30
3461, 부산진구,공인중개사,김현정,가야센트레빌공인중개사사무소,부산광역시 부산진구 가야공원로 20 1층(가야동),35.1516506,129.0296884,2023-01-30
3462, 부산진구,공인중개사,남성용,휴포레우리공인중개사사무소,"부산광역시 부산진구 동평로 173 111호(부암동, 협성휴포레시티즌파크아파트)",35.16635389,129.0473603,2023-01-30
3463, 부산진구,공인중개사,이동숙,리담컨설팅부동산중개,"부산광역시 부산진구 양성로89번길 4 101호(양정동, 풍천하이츠빌라)",35.17321489,129.0616758,2023-01-30
3464, 부산진구,공인중개사,김진오,지오공인중개사사무소,"부산광역시 부산진구 중앙대로 821 201동 128호 (범전동, 삼한골든뷰 센트럴파크)",35.1650205,129.0627876,2023-01-30
3465, 부산진구,공인중개사,최재준,프로공인중개사사무소,"부산광역시 부산진구 전포대로 155 101호(전포동,대동레미안 센트럴시티2)",35.15044335,129.0650232,2023-01-30
3466, 부산진구,공인중개사,신유진,팔방공인중개사사무소,부산광역시 부산진구 성지로8번길 43 1층(연지동),35.17209949,129.058324,2023-01-30
3467, 부산진구,공인중개사,신보화,엘지공인중개사사무소,"부산광역시 부산진구 백양대로300번길 20 상가동 지5호(개금동,신개금엘지아파트)",35.15504721,129.0192386,2023-01-30
3468, 부산진구,공인중개사,조정숙,이편한오렌지공인중개사사무소,"부산광역시 부산진구 전포대로300번길 49 101호(전포동,더샵골드6)",35.16586792,129.0668711,2023-01-30
3469, 부산진구,공인중개사,김종익,백양캐슬공인중개사사무소,"부산광역시 부산진구 당감서로94번길 37 102동 202호(당감동,궁전아이브)",35.16993166,129.0348809,2023-01-30
3470, 부산진구,공인중개사,정혜원,양정탑부동산중개사무소,부산광역시 부산진구 연수로54번길 29 1층(양정동),35.17379518,129.0776014,2023-01-30
3471, 부산진구,공인중개사,정세영,부자공인중개사사무소,부산광역시 부산진구 연수로54번길 30 1층(양정동),35.17372474,129.0774139,2023-01-30
3472, 부산진구,공인중개사,배경진,포레힐즈금동공인중개사사무소,"부산광역시 부산진구 진남로 601 102호(양정동, 화성빌라트)",35.17403296,129.0792403,2023-01-30
3473, 부산진구,공인중개사,송연실,예스공인중개사사무소,부산광역시 부산진구 범양로 128 1층(양정동),35.17445832,129.0658307,2023-01-30
3474, 부산진구,공인중개사,박순필,골드공인중개사사무소,부산광역시 부산진구 가야대로 528 1층(가야동),35.15327117,129.0299174,2023-01-30
3475, 부산진구,공인중개사,권희숙,한마음공인중개사사무소,부산광역시 부산진구 가야대로 528 1층(가야동),35.15327117,129.0299174,2023-01-30
3476, 부산진구,공인중개사,이진수,부동산백화점공인중개사사무소,부산광역시 부산진구 서전로9번길 38 1층(부전동),35.15934483,129.0614075,2023-01-30
3477, 부산진구,공인중개사,배석진,금동공인중개사사무소,"부산광역시 부산진구 진남로 601 102호(양정동,화성빌라트)",35.17403296,129.0792403,2023-01-30
3478, 부산진구,공인중개사,구태효,개금행운공인중개사사무소,"부산광역시 부산진구 백양관문로 3 104호(개금동,복합상가)",35.15938211,129.0310372,2023-01-30
3479, 부산진구,공인중개사,장용일,뉴행운부동산중개사무소,부산광역시 부산진구 거제대로 37-1 1층104호(양정동),35.17186457,129.0665982,2023-01-30
3480, 부산진구,공인중개사,박재은,더블루1공인중개사사무소,"부산광역시 부산진구 전포대로171번길 26 107호(전포동, 더블루 오피스텔)",35.15177149,129.0636467,2023-01-30
3481, 부산진구,공인중개사,김두경,청룡공인중개사사무소,부산광역시 부산진구 새싹로28번길 23 3층 301호(부전동),35.16058782,129.0584272,2023-01-30
3482, 부산진구,공인중개사,신종한,서면삼한골든공인중개사사무소,"부산광역시 부산진구 중앙대로 821 201동 B114호(범전동, 삼한골든뷰 센트럴파크)",35.1650205,129.0627876,2023-01-30
3483, 부산진구,공인중개사,전유선,조은부동산공인중개사사무소,"부산광역시 부산진구 양성로 23 9호동 101호(범전동,서면동원맨션)",35.16931353,129.0655879,2023-01-30
3484, 부산진구,공인중개사,박정철,케이에이치부동산중개사무소,"부산광역시 부산진구 신천대로62번길 2 103호(부전동,KH마이우스)",35.15091428,129.058609,2023-01-30
3485, 부산진구,공인중개사,김은옥,엄지척공인중개사사무소,"부산광역시 부산진구 동평로 173 301동 103호(부암동,협성휴포레 시티즌파크)",35.16635389,129.0473603,2023-01-30
3486, 부산진구,공인중개사,김정현,하늘공인중개사사무소,부산광역시 부산진구 새싹로28번길 28 3층(부전동),35.16033363,129.0586324,2023-01-30
3487, 부산진구,공인중개사,이륜경,롯데캐슬골드공인중개사사무소,부산광역시 부산진구 가야공원로 20 1층(가야동),35.1516506,129.0296884,2023-01-30
3488, 부산진구,공인중개사,김지원,지원부동산중개,부산광역시 부산진구 황령대로7번길 37 2층(범천동),35.14926326,129.0598058,2023-01-30
3489, 부산진구,공인중개사,신휴만,부암동일공인중개사사무소,"부산광역시 부산진구 동평로150번길 14 502동 104호(부암동,서면동일파크스위트1차)",35.16546001,129.0454498,2023-01-30
3490, 부산진구,공인중개사,박지훈,지인공인중개사사무소,부산광역시 부산진구 전포대로216번길 7 2층(전포동),35.15587921,129.0659941,2023-01-30
3491, 부산진구,공인중개사,권숙경,금샘e편한공인중개사사무소,"부산광역시 부산진구 중앙대로 846 104호(전포동,천우스카이뷰2차)",35.16634695,129.0667236,2023-01-30
3492, 부산진구,공인중개사,허명숙,대동레미안부동산중개사무소,"부산광역시 부산진구 부전로 108 대동 103호(부전동,대동레미안 센트럴시티)",35.1596987,129.0549582,2023-01-30
3493, 부산진구,공인중개사,신동언,포도나무집공인중개사사무소,부산광역시 부산진구 새싹로29번길 8 3층(부전동),35.16036068,129.0565692,2023-01-30
3494, 부산진구,공인중개사,선종민,이진젠시티개금부동산공인중개사사무소,"부산광역시 부산진구 개금온정로 10 상가2동 B107호(개금동, 개금 롯데캐슬)",35.15472672,129.0272906,2023-01-30
3495, 부산진구,공인중개사,오주식,큐브부동산중개,"부산광역시 부산진구 서전로 19 102호(부전동,큐브빌딩)",35.15796133,129.0619054,2023-01-30
3496, 부산진구,공인중개사,구수영,태화부동산중개사무소,"부산광역시 부산진구 가야대로 635-12 106호(당감동,금호그랜드타운)",35.15632575,129.041634,2023-01-30
3497, 부산진구,공인중개사,김현우,우리들부동산중개사무소,부산광역시 부산진구 연수로 21 1층(양정동),35.17396687,129.0734979,2023-01-30
3498, 부산진구,공인중개사,김광록,삼화공인중개사사무소,부산광역시 부산진구 동평로406번길 44 1층(양정동),35.17182697,129.0688152,2023-01-30
3499, 부산진구,공인중개사,송여진,가람공인중개사사무소,"부산광역시 부산진구 동평로150번길 14 502동103호(부암동,서면동일파크스위트1차)",35.16546001,129.0454498,2023-01-30
3500, 부산진구,공인중개사,김완수,신신부동산중개,부산광역시 부산진구 새싹로14번길 17 3층(부전동),35.15977522,129.0585813,2023-01-30
3501, 부산진구,공인중개사,송종호,행복한공인중개사사무소,"부산광역시 부산진구 중앙대로 584 306호(범천동,서면베르빌2)",35.14514773,129.0583367,2023-01-30
3502, 부산진구,공인중개사,염주란,롯데골드아너공인중개사사무소,"부산광역시 부산진구 가야대로 531 101동 상가104호(가야동, 가야동원로얄듀크)",35.15402536,129.0302671,2023-01-30
3503, 부산진구,공인중개사,이재형,뉴제일공인중개사사무소,부산광역시 부산진구 전포대로 264-1 1층(전포동),35.16019996,129.0656444,2023-01-30
3504, 부산진구,공인중개사,윤춘선,봄봄공인중개사사무소,부산광역시 부산진구 신암로 63 1층(범천동),35.14721933,129.0543908,2023-01-30
3505, 부산진구,공인중개사,김태우,김태우공인중개사사무소,부산광역시 부산진구 중앙대로692번길 22 3층(부전동),35.15434164,129.0604315,2023-01-30
3506, 부산진구,공인중개사,신명식,최고공인중개사사무소,부산광역시 부산진구 냉정로 234 1층(가야동),35.1508323,129.0252113,2023-01-30
